variable,missing_rate
HINOTMYR_A,0.9688419594945473
HRJOBPROT_A,0.9683803588944666
SDMSRS1_A,0.9678264381743696
WRKCLSOFT1_A,0.9678264381743696
HISTOPJOB_A,0.9665339564941434
HISTOPMISS_A,0.9665339564941434
HISTOPAGE_A,0.9665339564941434
HISTOPCOST_A,0.9665339564941434
HISTOPELIG_A,0.9665339564941434
DIBINSSTOP_A,0.9658877156540303
DIBINSTIME_A,0.9658877156540303
ZOSTAVXYRP_A,0.9658415555940223
SHTHPVAGE_A,0.9657723155040101
CHIROPAIN_A,0.9649991344988749
CHIROHLTH_A,0.9649991344988749
MASSPAIN_A,0.9638105129536668
MASSHLTH_A,0.9638105129536668
QWANT_A,0.9637181928336507
SMKQT12M_A,0.9637181928336507
SHINGRIXNB_A,0.9636489527436386
SHINGRXYRP_A,0.9636489527436386
MCAREPRB_A,0.9624257111534245
VSLVDYS_A,0.9617563902833074
VSLVDIF_A,0.9617563902833074
INJREDUCE_A,0.9595291673879176
INJSTOPCHG_A,0.9595291673879176
JOBADVSCH_A,0.9590444867578328
HRFIREPROT_A,0.9584559459927298
SMKTLK1_A,0.9582943857827015
CVDSYMSM_A,0.9578789452426288
CVDSYMTST_A,0.9578789452426288
FDSSKIPDYS_A,0.9576366049275864
NUMINJTC_A,0.9568403438924471
INJSAWDOC_A,0.9568403438924471
INJSPORTS_A,0.9568403438924471
INJCHORES_A,0.9568403438924471
INJWRKDYTC_A,0.9568403438924471
INJFALL_A,0.9568403438924471
INJHOME_A,0.9568403438924471
INJMOTOR_A,0.9568403438924471
HRVLDPROT_A,0.9566903236974208
LANGSOC_A,0.9541515203969765
PRTNRWKFT_A,0.9534706595118574
LANGDOC_A,0.9532744792568231
LANGSPECR_A,0.9532744792568231
LANGMED_A,0.9532744792568231
SHINGRIXFS1_A,0.953262939241821
WLKTRANTC_A,0.9521666378166291
MILSPC1_A,0.9519589175465928
WLKTRANTPD_A,0.9519242975015868
HRTINMEDSP_A,0.9518550574115746
HRTINPROB_A,0.9518550574115746
HRTINLNG_A,0.9518550574115746
WLKTRANDAY_A,0.9517742773065605
YOGABRTH_A,0.9504817956263343
YOGAHLTH_A,0.9504817956263343
YOGAPAIN_A,0.9504817956263343
YOGAMED_A,0.9504817956263343
PROSTCAN_A,0.9467889908256881
FDSNOTEAT_A,0.9460619698805608
EQWLK13M_A,0.9447464081703306
VACAREEV_A,0.9446887080953206
NOEQWLK13M_A,0.9434770065201085
HEARAIDFR_A,0.9433500663550862
SCHDYMSSTC_A,0.943188506145058
VSLBTWR_A,0.9427961456349894
VSLPA_A,0.9427961456349894
VSLBRAIN_A,0.9427961456349894
MEDIPAIN_A,0.9426807454849692
MEDIHLTH_A,0.9426807454849692
BFALLTIMES_A,0.9412613236397207
DRK12ANYR_A,0.940845883099648
MILSPC2_A,0.9387686803992845
MILSPC3_A,0.9387686803992845
MILSPC1R_A,0.9387686803992845
HPTOB3_A,0.9387340603542784
REPLIMIT_A,0.9376723789740926
PRTNRWRK_A,0.937303098494028
PRTNREDUCP_A,0.9369799780739715
PRTNRAGETC_A,0.9369568980439674
PRTNRSEX_A,0.9369568980439674
DRKBNG30D_A,0.9365876175639029
SHOTTYPE1_A,0.9364837574288847
AVISSADV_A,0.9359759967687958
ZOSTAVAX1_A,0.9342334545034908
SHINGRIX1_A,0.9342334545034908
MENTHOLC_A,0.9337141538284
JNTPN_A,0.9336564537533899
AVISREH_A,0.9333910334083434
AVISDEV_A,0.9333910334083434
INJLIMIT_A,0.9332640932433213
EQWLK100_A,0.9332063931683111
EQSTEPS_A,0.9332063931683111
COMBAT_A,0.9300559690727598
FLUNCH12M1_A,0.9297443886677053
DRKANY30D_A,0.9293981882176446
TSTSMHP_A,0.9289135075875599
BALDHP_A,0.9285442271074953
BALDPROB_A,0.9285442271074953
OVARYCAN_A,0.9280480064624084
CERVICAN_A,0.9280480064624084
UTERUCAN_A,0.9280480064624084
MCAIDPRB_A,0.9275287057873175
RSNHIMEET_A,0.9270440251572327
RSNHIELIG_A,0.9270440251572327
RSNHIOTH_A,0.9270440251572327
RSNHICOST_A,0.9270440251572327
RSNHICONF_A,0.9270440251572327
RSNHIWAIT_A,0.9270440251572327
HILAST_A,0.9270440251572327
RSNHIJOB_A,0.9270440251572327
RSNHIWANT_A,0.9270440251572327
RSNHIMISS_A,0.9270440251572327
CBALHDNO_A,0.9253245629219318
MENTHOLF_A,0.9221741388263804
SMKQTY_A,0.9221741388263804
SMKQTTP_A,0.9221741388263804
SMKQTNP_A,0.9221741388263804
SSISSDIBTH_A,0.9173273325255323
SSISSDIDSB_A,0.9173273325255323
CIGNOW_A,0.9146846690900698
VAHOSP_A,0.9136345277248861
VADISB_A,0.9136345277248861
AFVETTRN_A,0.9136345277248861
HRLOUDJBYR_A,0.9129652068547689
HRLOUDJB12M_A,0.9129652068547689
ARTHLMT_A,0.9107841440193872
ARTHPH_A,0.9107841440193872
ARTHWRK_A,0.9107841440193872
JNTSYMP_A,0.9107841440193872
NOEQSTEPS_A,0.9101379031792741
PERASST_A,0.9101379031792741
WCHAIR_A,0.9101379031792741
NOEQWLK100_A,0.9101379031792741
CANEWLKR_A,0.9101379031792741
PAYNOBLLNW_A,0.9000750100975131
SMOKELSCUR_A,0.8983555478622122
SYMPNOW_A,0.89588598465178
LONGCVD_A,0.89588598465178
DIBAGETC_A,0.8918238993710692
DIBTYPE_A,0.8918238993710692
DIFYRSTC1_A,0.8918238993710692
VIGLNR_A,0.8902659973457966
VIGLTPR_A,0.8902659973457966
VIGMIN_A,0.8902659973457966
FSNAP30D_A,0.8865962725751544
SMKAGE_A,0.8857884715250129
PLNEXCHG1_A,0.8840690092897121
MHTPYNOW_A,0.877537360798569
FDSLESS_A,0.8764987594483873
FDSHUNGRY_A,0.8764987594483873
FDSWEIGHT_A,0.8764987594483873
FDSSKIP_A,0.8764987594483873
MAXCHNG_A,0.8760371588483065
MAPREM_A,0.8760371588483065
MADEDUC_A,0.8760371588483065
SKNNMCAN_A,0.8748369972880965
HDNCKCAN_A,0.8748369972880965
MELANCAN_A,0.8748369972880965
GALLBCAN_A,0.8748369972880965
OTHERCANP_A,0.8748369972880965
BLADDCAN_A,0.8748369972880965
BLOODCAN_A,0.8748369972880965
PANCRCAN_A,0.8748369972880965
BONECAN_A,0.8748369972880965
BRAINCAN_A,0.8748369972880965
LYMPHCAN_A,0.8748369972880965
THROACAN_A,0.8748369972880965
RECTUCAN_A,0.8748369972880965
COLONCAN_A,0.8748369972880965
BREASCAN_A,0.8748369972880965
LARYNCAN_A,0.8748369972880965
LEUKECAN_A,0.8748369972880965
LIVERCAN_A,0.8748369972880965
MOUTHCAN_A,0.8748369972880965
SKNMCAN_A,0.8748369972880965
SKNDKCAN_A,0.8748369972880965
STOMACAN_A,0.8748369972880965
ESOPHCAN_A,0.8748369972880965
COLRCCAN_A,0.8748369972880965
THYROCAN_A,0.8748369972880965
LUNGCAN_A,0.8748369972880965
PRPOLH1_A,0.868651549247014
HRFIRE12M_A,0.8679129882868848
HRFIRETOTR_A,0.8679129882868848
PIPECUR_A,0.8597195776354509
MCADVR_A,0.8594772373204085
ASAT12M_A,0.8580578154751601
ASTILL_A,0.8580578154751601
ASER12M_A,0.8580578154751601
FLUNCH12M_A,0.8579424153251399
DEVDONSET_A,0.8483180428134557
SHINGYEARP_A,0.8456522993479891
WRKCLSNSD1_A,0.8433673763775893
WRKCLSSD1_A,0.8433673763775893
YRSINUS_A,0.8414863539322601
CVDSEV_A,0.8409670532571693
ECIGNOW_A,0.83548554613121
CVDVAC2YR_A,0.8351970457561595
CVDVAC2MR_A,0.8350585655761352
SHTTDAP_A,0.824845652299348
HRTESTLAST_A,0.8234262304540996
LONGCOVD1_A,0.8228146096589926
WLKLEISTC_A,0.8202642663435462
WLKLEISTPD_A,0.8198603658184755
WLKLEISDAY_A,0.8195834054584271
JOBTAX_A,0.8180370434481565
WELLVIS_A,0.8139864981824476
JOBMISS_A,0.8138480180024235
CVDVAC1YR_A,0.8134787375223588
COGAMTDFF_A,0.8134210374473487
COGFRQDFF_A,0.8134210374473487
CVDVAC1MR_A,0.8133864174023426
JOBWRKSICK_A,0.8114361548670014
SHTSHINGLE_A,0.8103052333968034
JOBLKYLOSS_A,0.8103052333968034
CURJOBSD1_A,0.8103052333968034
CLSWRKSD1_A,0.8101205931567711
DRKBNG12M_A,0.8068086088511915
SHOTTYPE_A,0.8067393687611794
CVDRSLT_A,0.7985228780797415
DIBINS_A,0.7961917950493336
DIBPILL_A,0.7961917950493336
FGELNGTRD_A,0.7941145923489701
FGELEVTRD_A,0.7941145923489701
JOBCHGEARN_A,0.7912295885984652
CLSWRKNOS1_A,0.7912295885984652
JOBANYSD1_A,0.7912295885984652
JOBCHGSCH_A,0.7912295885984652
JOBSHIFT_A,0.7912295885984652
JOBVARYSCH_A,0.7912295885984652
DRKADVISE1_A,0.7865789625526514
DRKHVY12M_A,0.7861058219375685
DRKAVG12M_A,0.7861058219375685
COGTYPEDFF_A,0.7845709999423
SHTHPV_A,0.782863077722001
MODLTPR_A,0.7812474756217183
MODMIN_A,0.7812474756217183
MODLNR_A,0.7812474756217183
PREGFLUYR_A,0.7739311061104379
HSAHRA1_A,0.769822860769719
LIVEBIRTH_A,0.7694882003346605
PREGNOW_A,0.7693151001096301
CVDVAC2Y_A,0.7564826034273845
CVDVAC2M_A,0.7559748427672957
LANGHM_A,0.7449195083953609
SPOUSWKFT_A,0.7438116669551671
CVDVAC1Y_A,0.7436039466851307
SHOTTYPER_A,0.743223126190064
CVDVAC1M_A,0.743223126190064
EMPWHENWRK_A,0.7323524320581617
CVDVAC1Y1_A,0.7300444290577578
CVDVAC1M1_A,0.7294789683226588
SHOTTYPE2_A,0.7294789683226588
SHTCVD19NM1_A,0.7284634470024811
DRK12MTP_A,0.7261669840170792
DRK12MN_A,0.7261669840170792
DRK12MYR_A,0.7261669840170792
DRK12MWK_A,0.7261669840170792
CIGAR30D_A,0.7201661762160291
EMPNOWRK_A,0.7186544342507645
HOUGVASST_A,0.7166695516704171
CIGARCUR_A,0.7152385898101667
SHTHEPB1_A,0.7141653684149789
SHTPNEUNB_A,0.7107379839593791
WLKTRAN_A,0.6844267497547747
WLKLEIS_A,0.6844267497547747
MCCHOICE_A,0.6841728694247302
MCHMO_A,0.6841728694247302
HYP12M_A,0.6839420691246899
COVER65_A,0.6836997288096475
CHL12M_A,0.6836189487046334
CHLMED_A,0.6836189487046334
SHTTETANUS_A,0.6835150885696152
CBALHDINJ_A,0.6812994056892274
PHQ82_A,0.6809070451791588
FRJUICTP_A,0.6809070451791588
PA18_05R_A,0.6809070451791588
FRTDRNO_A,0.6809070451791588
PHQ87_A,0.6809070451791588
PHQ83_A,0.6809070451791588
VIGNR_A,0.6809070451791588
FRUITNO_A,0.6809070451791588
PHQ84_A,0.6809070451791588
PHQ81_A,0.6809070451791588
PHQ85_A,0.6809070451791588
PHQ86_A,0.6809070451791588
FRTDRTP_A,0.6809070451791588
POTATOTP_A,0.6809070451791588
PHQ88_A,0.6809070451791588
PHQCAT_A,0.6809070451791588
DRKLIFE_A,0.6809070451791588
DRKSTAT_A,0.6809070451791588
CHIRO_A,0.6809070451791588
TOMSAUNO_A,0.6809070451791588
TOMSAUTP_A,0.6809070451791588
SALADNO_A,0.6809070451791588
SALADTP_A,0.6809070451791588
SALSANO_A,0.6809070451791588
SALSATP_A,0.6809070451791588
OVEGNO_A,0.6809070451791588
POTATONO_A,0.6809070451791588
POSTEST_A,0.6809070451791588
FGEFRQTRD_A,0.6809070451791588
FRIESNO_A,0.6809070451791588
FRIESTP_A,0.6809070451791588
PIZZATP_A,0.6809070451791588
PIZZANO_A,0.6809070451791588
FRJUICNO_A,0.6809070451791588
VIGFREQW_A,0.6809070451791588
OVEGTP_A,0.6809070451791588
PA18_02R_A,0.6809070451791588
FRUITTP_A,0.6809070451791588
VSLSPYR_A,0.6809070451791588
SLPSTY_A,0.6809070451791588
SLPREST_A,0.6809070451791588
SLPMED_A,0.6809070451791588
VSLVYR_A,0.6809070451791588
SLPHOURS_A,0.6809070451791588
GAD77_A,0.6809070451791588
ARTTHPY_A,0.6809070451791588
VSLSWYR_A,0.6809070451791588
SLPFLL_A,0.6809070451791588
VIGTPR_A,0.6809070451791588
MODFREQW_A,0.6809070451791588
GADCAT_A,0.6809070451791588
GIPR_A,0.6809070451791588
MODNR_A,0.6809070451791588
BEANSTP_A,0.6809070451791588
BEANSNO_A,0.6809070451791588
MODTPR_A,0.6809070451791588
MUSICTHPY_A,0.6809070451791588
GAD76_A,0.6809070451791588
MEDITATE_A,0.6809070451791588
NATUR_A,0.6809070451791588
GAD75_A,0.6809070451791588
SPORDRTP_A,0.6809070451791588
ACU_A,0.6809070451791588
ADVACTIVE_A,0.6809070451791588
SPORDRNO_A,0.6809070451791588
YOGA_A,0.6809070451791588
SODATP_A,0.6809070451791588
SODANO_A,0.6809070451791588
COFFEENO_A,0.6809070451791588
COFFEENOTP_A,0.6809070451791588
MASS_A,0.6809070451791588
STRFREQW_A,0.6809070451791588
STRNR_A,0.6809070451791588
STRTPR_A,0.6809070451791588
GAD71_A,0.6809070451791588
GAD72_A,0.6809070451791588
GAD73_A,0.6809070451791588
GAD74_A,0.6809070451791588
VSLLGYR_A,0.6809070451791588
HRWHISP_A,0.6724020541226704
_target_bin,0.66982863077722
MCPARTD_A,0.6688708095320524
MCPART_A,0.6688708095320524
SMELLCOMP_A,0.659777277710461
CMPSUPPORT_A,0.659777277710461
FAMCARE12M_A,0.659777277710461
COVIDTEST_A,0.659777277710461
FAMCAREDNG_A,0.659777277710461
NERVOUS_A,0.659777277710461
SAD_A,0.659777277710461
TASTECOMP_A,0.659777277710461
HOMECAREDG_A,0.659777277710461
SHTHEPA_A,0.659777277710461
SMELLDF_A,0.659777277710461
SMELLPHT_A,0.659777277710461
SHTHEPB_A,0.659777277710461
EFFORT_A,0.659777277710461
HOPELESS_A,0.659777277710461
K6SPD_A,0.659777277710461
TASTEDF_A,0.659777277710461
SUPPORT_A,0.659777277710461
RESTLESS_A,0.659777277710461
TASTEFLAV_A,0.659777277710461
TASTEUNW_A,0.659777277710461
WORTHLESS_A,0.659777277710461
HRTEST_A,0.6593156771103802
HRJBEXPTB_A,0.6593156771103802
HRJBEXP12M_A,0.6593156771103802
HRLOUDJOB_A,0.6593156771103802
TBILCDCMG_A,0.6593156771103802
GAD2SCREEN_A,0.6593156771103802
HRTINNITUS_A,0.6593156771103802
AHEARST1_A,0.6593156771103802
HRVLOUD12M_A,0.6593156771103802
DISCRIM1_A,0.6593156771103802
DISCRIM2_A,0.6593156771103802
DISCRIM3_A,0.6593156771103802
DISCRIM4_A,0.6593156771103802
EARINFECT_A,0.6593156771103802
DISCRIM5_A,0.6593156771103802
VIMREAD_A,0.6593156771103802
eRECTYPE,0.6593156771103802
VIMDRIVE_A,0.6593156771103802
HRFIREEV_A,0.6593156771103802
AVISEXAM_A,0.6593156771103802
PCNTADWFP1_A,0.6593156771103802
VIGIL3_A,0.6593156771103802
BALDIZZ_A,0.6593156771103802
BFALL12M_A,0.6593156771103802
PHQ44_A,0.6593156771103802
PHQ43_A,0.6593156771103802
PHQ42_A,0.6593156771103802
PHQ41_A,0.6593156771103802
PHQ2SCREEN_A,0.6593156771103802
VIGIL1_A,0.6593156771103802
VIGIL2_A,0.6593156771103802
PCNTADWKP1_A,0.6593156771103802
TBIHLSBMC_A,0.6593156771103802
HOUSECOST_A,0.6593156771103802
VIGIL4_A,0.6593156771103802
SMKNOW_A,0.6411170734521955
CEVOLUN2_A,0.6329005827707576
HYPMED_A,0.6318389013905719
HYPDIF_A,0.6318389013905719
SHTSHINGL1_A,0.6073509895562864
EMPLSTWOR1_A,0.5907102879233743
EMPWHYNOT_A,0.5906641278633662
EMDINDSTN2_A,0.585817321562518
EMDINDSTN1_A,0.585817321562518
EMDOCCUPN1_A,0.585817321562518
EMDOCCUPN2_A,0.585817321562518
EMDSUPER_A,0.585817321562518
EMDWRKCAT1_A,0.585817321562518
SPOUSWRK_A,0.5806358548266113
SPOUSESEX_A,0.5788356124862962
SPOUSAGETC_A,0.5788125324562922
SPOUSEDUCP_A,0.5787894524262882
PRHDHP1_A,0.5740926663204662
PAILLMB3M_A,0.5596561075529398
PAITOOTH3M_A,0.5596561075529398
PAIHDFC3M_A,0.5596561075529398
PAIAFFM3M_A,0.5596561075529398
PAIULMB3M_A,0.5596561075529398
PAIAMNT_A,0.5596561075529398
PAIWKLM3M_A,0.5596561075529398
PAIBACK3M_A,0.5596561075529398
PAIAPG3M_A,0.5596561075529398
SHTCVD19NM_A,0.5560787029023138
SPOUSLIV_A,0.5539668801569442
FWIC12M_A,0.5323178120131556
PRPLCOV1_A,0.5310368703479315
DEPLEVEL_A,0.5225895793664532
SASPPRACE_A,0.5157694305002597
SASPPHISP_A,0.5157694305002597
HICOSTR1_A,0.4986440482372627
CEVOTELC_A,0.4975246667820668
CEMMETNG_A,0.4975246667820668
CEVOLUN1_A,0.4975246667820668
SHTFLUY_A,0.48806185448041084
SHTFLUM_A,0.48754255380531997
EVRMARRIED_A,0.48303040793953034
GESDIB_A,0.45518435173965727
EMPWKHRS3_A,0.44470601811782356
EMPWRKFT1_A,0.4438982170676822
EXCHPR1_A,0.39956147942992326
EMPHEALINS_A,0.39277595060873577
EMPDYSMSS3_A,0.39277595060873577
EMPSICKLV_A,0.39277595060873577
EXCHANGE_A,0.3789394726213144
PLN1PAY6_A,0.3789163925913104
PLN1PAY5_A,0.3789163925913104
PLNWRKR1_A,0.3789163925913104
POLHLD1_A,0.3789163925913104
PRDEDUC1_A,0.3789163925913104
PRDNCOV1_A,0.3789163925913104
PLN1PAY3_A,0.3789163925913104
PLN1PAY1_A,0.3789163925913104
PLN1PAY4_A,0.3789163925913104
PLN1PAY2_A,0.3789163925913104
PRVSCOV1_A,0.3789163925913104
PRRXCOV1_A,0.3789163925913104
PCNTADTWFP_A,0.34068432288961975
RECTYPE,0.34068432288961975
PCNTADTWKP_A,0.34068432288961975
INCTCFLG_A,0.340222722289539
EYEEX12M_A,0.340222722289539
TRANSPOR_A,0.340222722289539
EMPLASTWK_A,0.340222722289539
THERA12M_A,0.340222722289539
LIVEHEP_A,0.33276787259823437
TRAVEL_A,0.31909295482084127
ANYINJURY_A,0.31909295482084127
REPSTRAIN_A,0.31909295482084127
PAIFRQ3M_A,0.31909295482084127
COVER_A,0.31631181120535456
ANXLEVEL_A,0.29563210432173564
HHRESPSA_FLG,0.29451272286653973
RXDL12M_A,0.29218163983613177
RXSK12M_A,0.29218163983613177
RXLS12M_A,0.29218163983613177
AFNOW,0.26258150135595176
MHRX_A,0.18597888177254632
USPLKIND_A,0.09707460619698806
WLK13M_A,0.09607062489181235
WRKHLTHFC_A,0.0924239801511742
STEPS_A,0.08986209682072586
WLK100_A,0.08986209682072586
SHTCVD191_A,0.08682707287519474
HINOTYR_A,0.0717788933125613
INCOTHR_A,0.04595233973804166
INCRETIRE_A,0.04595233973804166
INCSSISSDI_A,0.04595233973804166
INCSSRR_A,0.04595233973804166
INCWELF_A,0.04595233973804166
WELLNESS_A,0.01044371357682765
MAXEDUCP_A,0.002896543765506895
ASTATNEW,0.0
AGEP_A,0.0
CFSEV_A,0.0
WTFA_A,0.0
ANGEV_A,0.0
SRVY_YR,0.0
USUALPL_A,0.0
AFVET_A,0.0
ANXEV_A,0.0
CHIP_A,0.0
CHDEV_A,0.0
URGNT12MTC_A,0.0
UPPOBJCT_A,0.0
UPPRAISE_A,0.0
CITZNSTP_A,0.0
CIGAREV_A,0.0
WORKHEALTH_A,0.0
ASEV_A,0.0
CHLEV_A,0.0
ANXFREQ_A,0.0
STREV_A,0.0
CANEV_A,0.0
ANXMED_A,0.0
BMICAT_A,0.0
VIRAPP12M_A,0.0
VISIONDF_A,0.0
WEIGHTLBTC_A,0.0
AVAIL_A,0.0
WEARGLSS_A,0.0
URBRRL,0.0
ARTHEV_A,0.0
UPPSLFCR_A,0.0
INCWRKO_A,0.0
SOCWRKLIM_A,0.0
HIKIND01_A,0.0
HIKIND07_A,0.0
HIKIND06_A,0.0
MHTHDLY_A,0.0
MHTHND_A,0.0
MHTHRPY_A,0.0
HIKIND05_A,0.0
MIEV_A,0.0
MILITARY_A,0.0
HIKIND04_A,0.0
HIKIND03_A,0.0
HIKIND02_A,0.0
MLTFAMFLG_A,0.0
HIKIND09_A,0.0
HICOV_A,0.0
HHX,0.0
HHSTAT_A,0.0
NATUSBORN_A,0.0
HEIGHTTC_A,0.0
HEARINGDF_A,0.0
NOTCOV_A,0.0
NUMCAN_A,0.0
HEARAID_A,0.0
ORIENT_A,0.0
OTHGOV_A,0.0
HIKIND08_A,0.0
MEDRXTRT_A,0.0
FSNAP12M_A,0.0
HOUTENURE_A,0.0
INCINTER_A,0.0
INTV_MON,0.0
INTV_QRT,0.0
IMPNUM_A,0.0
IMPINCFLG_A,0.0
IHS_A,0.0
HYPEV_A,0.0
LASTDR_A,0.0
LEGMSTAT_A,0.0
LSATIS4_A,0.0
HOUYRSLIV_A,0.0
HOSPONGT_A,0.0
MEDNG12M_A,0.0
MARITAL_A,0.0
MARSTAT_A,0.0
HOMEHC12M_A,0.0
HLTHCOND_A,0.0
HISP_A,0.0
HISPALLP_A,0.0
HISDETP_A,0.0
MEDDL12M_A,0.0
MEDICAID_A,0.0
